#rownames.xcenter.	Chromosome	Pos.Start	Pos.End
21*46880853.5*HRMT1L1	21	46880829	46880878
21*46892323*HRMT1L1	21	46892294	46892352
22*14433500.5*LOC128939	22	14433473	14433528
22*15438162.5*chr22:015438133-015438192	22	15438133	15438192
22*15471438.5*psiTPTE22	22	15471409	15471468
22*15605132.5*chr22:015605103-015605162	22	15605103	15605162
22*15655430.5*MGC57211	22	15655401	15655460
22*15684102.5*CECR8	22	15684073	15684132
22*15829418.5*ENST00000330197	22	15829389	15829448
22*15903025.5*CECR7	22	15902996	15903055
22*15945390.5*IL17R	22	15945361	15945420
22*15974012.5*CECR6	22	15973983	15974042
22*16018513.5*CECR5	22	16018484	16018543
22*16036979.5*CECR1	22	16036950	16037009
22*16090795.5*chr22:016090766-016090825	22	16090766	16090825
22*16168346.5*chr22:016168317-016168376	22	16168317	16168376
22*16324543.5*THC2172854	22	16324514	16324573
22*16429886.5*SLC25A18	22	16429857	16429916
22*16449490.5*CR617041	22	16449461	16449520
22*16482917.5*ATP6V1E1	22	16482888	16482947
22*16531169.5*BCL2L13	22	16531140	16531199
22*16559564.5*BCL2L13	22	16559535	16559594
22*16591934.5*BID	22	16591905	16591964
22*16636018.5*FLJ40542	22	16635996	16636041
22*16744421.5*MICAL3	22	16744392	16744451
22*16811375.5*MICAL3	22	16811346	16811405
22*16944895.5*PEX26	22	16944866	16944925
22*16945785.5*PEX26	22	16945762	16945809
22*16978529.5*TUBA8	22	16978506	16978553
22*17010380.5*USP18	22	17010351	17010410
22*17015992.5*USP18	22	17015963	17016022
22*17271551*DGCR6	22	17271526	17271576
22*17283621.5*PRODH	22	17283592	17283651
22*17398407.5*DGCR2	22	17398378	17398437
22*17423736.5*DGCR2	22	17423707	17423766
22*17459126.5*DGCR2	22	17459097	17459156
22*17494636*STK22B	22	17494609	17494663
22*17494667.5*STK22B	22	17494638	17494697
22*17500735.5*DGCR14	22	17500711	17500760
22*17505477*CR595570	22	17505450	17505504
22*17539540.5*SLC25A1	22	17539511	17539570
22*17549768.5*CLTCL1	22	17549744	17549793
22*17558940.5*CLTCL1	22	17558911	17558970
22*17592040.5*CLTCL1	22	17592011	17592070
22*17616225*CLTCL1	22	17616197	17616253
22*17649180.5*CLTCL1	22	17649151	17649210
22*17692796.5*chr22:017692767-017692826	22	17692767	17692826
22*17750568.5*HIRA	22	17750539	17750598
22*17770588.5*HIRA	22	17770561	17770616
22*17795804.5*MRPL40	22	17795775	17795834
22*17804227.5*ENST00000333059	22	17804198	17804257
22*17808417.5*LOC128977	22	17808388	17808447
22*17833877*UFD1L	22	17833849	17833905
22*17845964.5*CDC45L	22	17845935	17845994
22*17858074.5*CDC45L	22	17858045	17858104
22*17869917*CDC45L	22	17869888	17869946
22*17885123*chr22:017885098-017885148	22	17885098	17885148
22*17959341.5*chr22:017959312-017959371	22	17959312	17959371
22*18035417.5*chr22:018035388-018035447	22	18035388	18035447
22*18081633.5*2005/09/30	22	18081611	18081656
22*18084692*2005/09/30	22	18084669	18084715
22*18111206.5*chr22:018111177-018111236	22	18111177	18111236
22*18131520*TBX1	22	18131494	18131546
22*18148641*GNB1L	22	18148616	18148666
22*18179250.5*GNB1L	22	18179221	18179280
22*18212688.5*GNB1L	22	18212664	18212713
22*18241189.5*TXNRD2	22	18241160	18241219
22*18274325.5*TXNRD2	22	18274296	18274355
22*18318115*COMT	22	18318087	18318143
22*18346238.5*ARVCF	22	18346209	18346268
22*18370252*ARVCF	22	18370226	18370278
22*18402302.5*DKFZp761P1121	22	18402273	18402332
22*18424880*DKFZp761P1121	22	18424854	18424906
22*18451716.5*DGCR8	22	18451688	18451745
22*18476492*HTF9C	22	18476466	18476518
22*18487200*RANBP1	22	18487172	18487228
22*18497967.5*ZDHHC8	22	18497939	18497996
22*18568747.5*FLJ32575	22	18568719	18568776
22*18619811.5*RTN4R	22	18619782	18619841
22*18645024*chr22:018644996-018645052	22	18644996	18645052
22*18681349.5*DGCR6L	22	18681326	18681373
22*18686287.5*chr22:018686258-018686317	22	18686258	18686317
22*19079005.5*ZNF74	22	19078976	19079035
22*19112523*SCARF2	22	19112495	19112551
22*19120375.5*THC2083959	22	19120346	19120405
22*19156528.5*KELCHL	22	19156500	19156557
22*19181339.5*THC2083959	22	19181311	19181368
22*19225184.5*PCQAP	22	19225155	19225214
22*19261831*PCQAP	22	19261809	19261853
22*19283567.5*THC2083959	22	19283538	19283597
22*19400158.5*PIK4CA	22	19400129	19400188
22*19426532*PIK4CA	22	19426504	19426560
22*19458709.5*PIK4CA	22	19458680	19458739
22*19517457.5*PIK4CA	22	19517428	19517487
22*19558995.5*SNAP29	22	19558966	19559025
22*19599838.5*CRKL	22	19599809	19599868
22*19647737.5*FLJ30473	22	19647715	19647760
22*19669335*LZTR1	22	19669311	19669359
22*19677820.5*LZTR1	22	19677791	19677850
22*19679915*THAP7	22	19679892	19679938
22*19686820.5*FLJ39582	22	19686791	19686850
22*19692527*MGC16703	22	19692498	19692556
22*19702357*P2RXL1	22	19702335	19702379
22*19704484.5*P2RXL1	22	19704457	19704512
22*19707482.5*P2RXL1	22	19707458	19707507
22*20123284*HIC2	22	20123259	20123309
22*20126186.5*HIC2	22	20126158	20126215
22*20250844.5*UBE2L3	22	20250815	20250874
22*20289644.5*UBE2L3	22	20289615	20289674
22*20313718*FLJ36046	22	20313694	20313742
22*20322714*SDF2L1	22	20322692	20322736
22*20323129*THC2024875	22	20323102	20323156
22*20349446.5*PPIL2	22	20349418	20349475
22*20379707.5*YPEL1	22	20379678	20379737
22*20413870.5*YPEL1	22	20413841	20413900
22*20442468.5*MAPK1	22	20442439	20442498
22*20486566.5*MAPK1	22	20486537	20486596
22*20543916.5*MAPK1	22	20543887	20543946
22*20604292.5*PPM1F	22	20604263	20604322
22*20607870*PPM1F	22	20607846	20607894
22*20647685*TOP3B	22	20647659	20647711
22*20747644.5*ENST00000358271	22	20747615	20747674
22*20791880*AB064187	22	20791856	20791904
22*20828594.5*AB064187	22	20828565	20828624
22*20894405.5*AB064187	22	20894376	20894435
22*20924428*VPREB1	22	20924406	20924450
22*20994049.5*AB064187	22	20994020	20994079
22*21004594.5*IGLC2	22	21004565	21004624
22*21046490.5*IGLC2	22	21046461	21046520
22*21174577.5*SUHW2	22	21174548	21174607
22*21183678.5*SUHW2	22	21183649	21183708
22*21194278*SUHW1	22	21194254	21194302
22*21217069*PRAME	22	21217041	21217097
22*21220062.5*PRAME	22	21220033	21220092
22*21226122*PRAME	22	21226099	21226145
22*21241136.5*IGLC2	22	21241107	21241166
22*21322861.5*IGLC2	22	21322838	21322885
22*21348233.5*IGLC2	22	21348204	21348263
22*21514797.5*IGLC2	22	21514768	21514827
22*21582812.5*AB064187	22	21582783	21582842
22*21734764.5*RTDR1	22	21734735	21734794
22*21767720.5*RTDR1	22	21767691	21767750
22*21787647.5*RTDR1	22	21787618	21787677
22*21821913.5*RAB36	22	21821884	21821943
22*21870487.5*BCR	22	21870458	21870517
22*21892898.5*BCR	22	21892869	21892928
22*21928013.5*BCR	22	21927984	21928043
22*21930403.5*BCR	22	21930380	21930427
22*21951919*BCR	22	21951893	21951945
22*22064015*FLJ31568	22	22063991	22064039
22*22159426.5*chr22:022159404-022159449	22	22159404	22159449
22*22245009*IGLL1	22	22244983	22245035
22*22298677.5*LOC51233	22	22298651	22298704
22*22364765.5*RGR	22	22364741	22364790
22*22417230.5*ZNF70	22	22417201	22417260
22*22420153*VPREB3	22	22420131	22420175
22*22431122*C22orf15	22	22431099	22431145
22*22432594.5*chr22:022432565-022432624	22	22432565	22432624
22*22440283.5*MMP11	22	22440258	22440309
22*22446910*MMP11	22	22446882	22446938
22*22451043.5*MMP11	22	22451014	22451073
22*22458593*SMARCB1	22	22458564	22458622
22*22459498.5*SMARCB1	22	22459469	22459528
22*22493405.5*SMARCB1	22	22493376	22493435
22*22547622.5*SLC2A11	22	22547593	22547652
22*22555407.5*chr22:022555378-022555437	22	22555378	22555437
22*22637102.5*AK123996	22	22637073	22637132
22*22638319*DDT	22	22638296	22638342
22*22638491*DDT	22	22638469	22638513
22*22657482.5*chr22:022657455-022657510	22	22657455	22657510
22*22676571*chr22:022676549-022676593	22	22676549	22676593
22*22706792.5*GSTT1	22	22706765	22706820
22*22731573.5*chr22:022731544-022731603	22	22731544	22731603
22*22754134.5*CABIN1	22	22754105	22754164
22*22777235*CABIN1	22	22777208	22777262
22*22813000.5*CABIN1	22	22812976	22813025
22*22856520.5*CABIN1	22	22856491	22856550
22*22881649.5*CABIN1	22	22881620	22881679
22*22899142.5*chr22:022899113-022899172	22	22899113	22899172
22*22909210*SUSD2	22	22909183	22909237
22*22945173.5*GGTLA1	22	22945144	22945203
22*22956137.5*GGTLA1	22	22956108	22956167
22*23124000.5*KIAA0376	22	23123971	23124030
22*23153129.5*ADORA2A	22	23153105	23153154
22*23154942*ADORA2A	22	23154913	23154971
22*23211567.5*BC045098	22	23211538	23211597
22*23244547.5*UPB1	22	23244518	23244577
22*23262413.5*C22orf13	22	23262384	23262443
22*23288611*SNRPD3	22	23288586	23288636
22*23307501.5*GGT1	22	23307473	23307530
22*23312982.5*GGT1	22	23312956	23313009
22*23316531*GGT1	22	23316506	23316556
22*23443627.5*PIWIL3	22	23443598	23443657
22*23572036.5*RUTBC2	22	23572007	23572066
22*23692622.5*chr22:023692593-023692652	22	23692593	23692652
22*23805907.5*KIAA1671	22	23805878	23805937
22*23926357.5*CRYBB3	22	23926329	23926386
22*23946505.5*CRYBB2	22	23946476	23946535
22*23989200*BC014216	22	23989172	23989228
22*24076752.5*DKFZp434O0213	22	24076728	24076777
22*24156267.5*BC014216	22	24156238	24156297
22*24216777.5*BC004918	22	24216748	24216807
22*24297633.5*ADRBK2	22	24297604	24297663
22*24354804.5*ADRBK2	22	24354775	24354834
22*24399423.5*ADRBK2	22	24399394	24399453
22*24423886.5*ADRBK2	22	24423857	24423916
22*24424036.5*ADRBK2	22	24424007	24424066
22*24466188.5*MYO18B	22	24466159	24466218
22*24530009.5*MYO18B	22	24529980	24530039
22*24611854.5*MYO18B	22	24611827	24611882
22*24670887.5*MYO18B	22	24670861	24670914
22*24784450.5*chr22:024784421-024784480	22	24784421	24784480
22*24901176.5*SEZ6L	22	24901147	24901206
22*24930592.5*SEZ6L	22	24930563	24930622
22*24977864.5*SEZ6L	22	24977835	24977894
22*25007030.5*SEZ6L	22	25007001	25007060
22*25066470.5*SEZ6L	22	25066441	25066500
22*25103367.5*SEZ6L	22	25103338	25103397
22*25140738.5*chr22:025140709-025140768	22	25140709	25140768
22*25163904.5*LOC57168	22	25163875	25163934
22*25164718.5*LOC57168	22	25164689	25164748
22*25172623.5*HPS4	22	25172594	25172653
22*25211947.5*TFIP11	22	25211918	25211977
22*25231216.5*TFIP11	22	25231187	25231246
22*25246292.5*THC2094881	22	25246263	25246322
22*25256408.5*TPST2	22	25256379	25256438
22*25282245.5*TPST2	22	25282216	25282275
22*25302258.5*TPST2	22	25302229	25302288
22*25327114.5*CRYBB1	22	25327085	25327144
22*25346525*CRYBA4	22	25346496	25346554
22*25394076.5*AK026502	22	25394047	25394106
22*25530252.5*chr22:025530223-025530282	22	25530223	25530282
22*25616988.5*chr22:025616959-025617018	22	25616959	25617018
22*25749785.5*chr22:025749756-025749815	22	25749756	25749815
22*25918609.5*chr22:025918580-025918639	22	25918580	25918639
22*26016548.5*chr22:026016519-026016578	22	26016519	26016578
22*26162727.5*chr22:026162698-026162757	22	26162698	26162757
22*26244694.5*chr22:026244665-026244724	22	26244665	26244724
22*26312901.5*chr22:026312872-026312931	22	26312872	26312931
22*26416880.5*chr22:026416851-026416910	22	26416851	26416910
22*26468822.5*chr22:026468793-026468852	22	26468793	26468852
22*26496911.5*MN1	22	26496882	26496941
22*26572356*PITPNB	22	26572330	26572382
22*26602586.5*PITPNB	22	26602557	26602616
22*26631532.5*PITPNB	22	26631503	26631562
22*26669503.5*KIAA1648	22	26669474	26669533
22*26702475.5*KIAA1043	22	26702446	26702505
22*26725359.5*KIAA1043	22	26725330	26725389
22*26754618.5*KIAA1043	22	26754589	26754648
22*26790595.5*KIAA1043	22	26790566	26790625
22*26823442.5*KIAA1043	22	26823413	26823472
22*26867634.5*chr22:026867605-026867664	22	26867605	26867664
22*26956945.5*chr22:026956916-026956975	22	26956916	26956975
22*27047235.5*chr22:027047206-027047265	22	27047206	27047265
22*27142698.5*chr22:027142669-027142728	22	27142669	27142728
22*27211719.5*chr22:027211690-027211749	22	27211690	27211749
22*27309664.5*chr22:027309635-027309694	22	27309635	27309694
22*27371016.5*BU585023	22	27370987	27371046
22*27432504.5*CHEK2	22	27432475	27432534
22*27454942.5*CHEK2	22	27454916	27454969
22*27465161*HSC20	22	27465134	27465188
22*27489281.5*chr22:027489252-027489311	22	27489252	27489311
22*27506163.5*FLJ33814	22	27506134	27506193
22*27515597.5*XBP1	22	27515568	27515627
22*27517946.5*XBP1	22	27517917	27517976
22*27519552.5*XBP1	22	27519523	27519582
22*27594934.5*chr22:027594905-027594964	22	27594905	27594964
22*27701626.5*ZNRF3	22	27701597	27701656
22*27779244.5*HS747E2A	22	27779215	27779274
22*27800947.5*KREMEN1	22	27800918	27800977
22*27841996.5*KREMEN1	22	27841970	27842023
22*27884895.5*KREMEN1	22	27884866	27884925
22*27905328.5*THC2156126	22	27905299	27905358
22*27942366.5*EMID1	22	27942337	27942396
22*27953913*EMID1	22	27953891	27953935
22*27987622.5*C22orf3	22	27987595	27987650
22*27998192.5*EWSR1	22	27998163	27998222
22*28007376.5*EWSR1	22	28007348	28007405
22*28007693*EWSR1	22	28007664	28007722
22*28016792*EWSR1	22	28016764	28016820
22*28028130*GAS2L1	22	28028105	28028155
22*28033497*chr22:028033470-028033524	22	28033470	28033524
22*28035136*RRP22	22	28035110	28035162
22*28056632.5*AP1B1	22	28056607	28056658
22*28106222.5*AP1B1	22	28106193	28106252
22*28159222.5*RFPL1	22	28159194	28159251
22*28191569*NEFH	22	28191541	28191597
22*28209348.5*NEFH	22	28209319	28209378
22*28211822.5*NEFH	22	28211793	28211852
22*28211847*NEFH	22	28211823	28211871
22*28226790.5*C22orf19	22	28226761	28226820
22*28251600.5*C22orf19	22	28251571	28251630
22*28275737.5*NIPSNAP1	22	28275709	28275766
22*28338755.5*NF2	22	28338726	28338785
22*28359666.5*NF2	22	28359639	28359694
22*28398843*NF2	22	28398814	28398872
22*28416971.5*NF2	22	28416942	28417001
22*28444934.5*CABP7	22	28444910	28444959
22*28459852.5*LOC55954	22	28459828	28459877
22*28488957.5*HSPC051	22	28488930	28488985
22*28528671*ASCC2	22	28528647	28528695
22*28550395.5*ASCC2	22	28550366	28550425
22*28605844.5*MTMR3	22	28605815	28605874
22*28677608*MTMR3	22	28677579	28677637
22*28752381.5*THC2178782	22	28752352	28752411
22*28803845.5*HORMAD2	22	28803816	28803875
22*28823990.5*HORMAD2	22	28823961	28824020
22*28878237.5*HORMAD2	22	28878208	28878267
22*28922597.5*BU584355	22	28922568	28922627
22*28961007.5*chr22:028960978-028961037	22	28960978	28961037
22*28963093.5*LIF	22	28963064	28963123
22*28964772.5*LIF	22	28964743	28964802
22*28967398.5*MGC20647	22	28967375	28967422
22*28983722.5*OSM	22	28983695	28983750
22*29038117.5*TBC1D10	22	29038088	29038147
22*29071892.5*SF3A1	22	29071863	29071922
22*29076204.5*SF3A1	22	29076175	29076234
22*29130025.5*SEC14L2	22	29129996	29130055
22*29135643.5*SEC14L2	22	29135614	29135673
22*29139592.5*SEC14L2	22	29139563	29139622
22*29148202.5*MTP18	22	29148174	29148231
22*29183605.5*SEC14L3	22	29183576	29183635
22*29216994.5*SEC14L4	22	29216965	29217024
22*29251270.5*LOC440825	22	29251241	29251300
22*29278442.5*GAL3ST1	22	29278413	29278472
22*29301445.5*PES1	22	29301416	29301475
22*29344944.5*TCN2	22	29344915	29344974
22*29382317*DUSP18	22	29382293	29382341
22*29385692.5*DUSP18	22	29385663	29385722
22*29442554.5*OSBP2	22	29442525	29442584
22*29484925*OSBP2	22	29484898	29484952
22*29520654.5*OSBP2	22	29520625	29520684
22*29548105.5*OSBP2	22	29548076	29548135
22*29599919.5*OSBP2	22	29599890	29599949
22*29623907.5*OSBP2	22	29623878	29623937
22*29643953.5*FLJ35801	22	29643930	29643977
22*29647207.5*ZCWCC1	22	29647179	29647236
22*29693759.5*FLJ20618	22	29693730	29693789
22*29759881.5*chr22:029759852-029759911	22	29759852	29759911
22*29815982.5*SMTN	22	29815957	29816008
22*29826212.5*SELM	22	29826190	29826235
22*29844613*PIB5PA	22	29844586	29844640
22*29855203.5*PIB5PA	22	29855179	29855228
22*29858115.5*PLA2G3	22	29858090	29858141
22*29899021.5*FLJ38628	22	29898992	29899051
22*29927656.5*chr22:029927633-029927680	22	29927633	29927680
22*29960412.5*LIMK2	22	29960383	29960442
22*30002261.5*MGC17330	22	30002232	30002291
22*30009715.5*MGC17330	22	30009691	30009740
22*30028736.5*BF439736	22	30028707	30028766
22*30046384.5*ZNF278	22	30046355	30046414
22*30050388*ZNF278	22	30050364	30050412
22*30061425.5*ZNF278	22	30061396	30061455
22*30068099*FLJ20464	22	30068074	30068124
22*30122704.5*DRG1	22	30122675	30122734
22*30154886.5*DRG1	22	30154858	30154915
22*30154945.5*DRG1	22	30154916	30154975
22*30175767.5*EIF4ENIF1	22	30175738	30175797
22*30207684.5*EIF4ENIF1	22	30207655	30207714
22*30224877.5*SFI1	22	30224848	30224907
22*30342653.5*PISD	22	30342624	30342683
22*30417142.5*MGC50372	22	30417113	30417172
22*30435901.5*AK026712	22	30435872	30435931
22*30487126.5*DEPDC5	22	30487097	30487156
22*30513284.5*DEPDC5	22	30513255	30513314
22*30554464.5*DEPDC5	22	30554435	30554494
22*30577753.5*DEPDC5	22	30577724	30577783
22*30633248.5*chr22:030633219-030633278	22	30633219	30633278
22*30665853*YWHAH	22	30665828	30665878
22*30670835.5*YWHAH	22	30670806	30670865
22*30678131.5*chr22:030678102-030678161	22	30678102	30678161
22*30698572.5*chr22:030698543-030698602	22	30698543	30698602
22*30766195.5*SLC5A1	22	30766166	30766225
22*30787034.5*SLC5A1	22	30787005	30787064
22*30822600*SLC5A1	22	30822574	30822626
22*30887339.5*chr22:030887310-030887369	22	30887310	30887369
22*30918860*RFPL2	22	30918837	30918883
22*30941464.5*SLC5A4	22	30941435	30941494
22*30969336*SLC5A4	22	30969308	30969364
22*30987759.5*chr22:030987730-030987789	22	30987730	30987789
22*31081475.5*RFPL3	22	31081446	31081505
22*31118572.5*HSPC117	22	31118544	31118601
22*31136479.5*BPIL2	22	31136450	31136509
22*31167875.5*BPIL2	22	31167846	31167905
22*31205760.5*FBXO7	22	31205731	31205790
22*31233287*SYN3	22	31233259	31233315
22*31293947.5*SYN3	22	31293918	31293977
22*31409101.5*SYN3	22	31409072	31409131
22*31503446.5*SYN3	22	31503417	31503476
22*31521630.5*SYN3	22	31521603	31521658
22*31560195.5*SYN3	22	31560166	31560225
22*31578008.5*SYN3	22	31577979	31578038
22*31661451.5*SYN3	22	31661422	31661481
22*31690554.5*SYN3	22	31690525	31690584
22*31721860.5*SYN3	22	31721831	31721890
22*31804796.5*chr22:031804767-031804826	22	31804767	31804826
22*31937227.5*chr22:031937198-031937257	22	31937198	31937257
22*31993775.5*LARGE	22	31993746	31993805
22*32211480.5*LARGE	22	32211451	32211510
22*32415354.5*LARGE	22	32415325	32415384
22*32506125.5*LARGE	22	32506096	32506155
22*32577340.5*LARGE	22	32577311	32577370
22*32642173*AW449933	22	32642147	32642199
22*32740624.5*chr22:032740595-032740654	22	32740595	32740654
22*32804026.5*chr22:032803997-032804056	22	32803997	32804056
22*32883905.5*BQ429473	22	32883876	32883935
22*32950503.5*THC2232961	22	32950474	32950533
22*32998375.5*THC2232961	22	32998346	32998405
22*33080708.5*chr22:033080679-033080738	22	33080679	33080738
22*33152004.5*chr22:033151975-033152034	22	33151975	33152034
22*33237529.5*chr22:033237500-033237559	22	33237500	33237559
22*33313455.5*chr22:033313426-033313485	22	33313426	33313485
22*33386968.5*LOC402059	22	33386939	33386998
22*33436794.5*LOC402059	22	33436765	33436824
22*33488811.5*LOC402059	22	33488782	33488841
22*33547321.5*LOC402059	22	33547292	33547351
22*33628930.5*LOC402059	22	33628901	33628960
22*33724188.5*BX537993	22	33724159	33724218
22*33786102.5*BX537993	22	33786073	33786132
22*33902277.5*CB111670	22	33902248	33902307
22*33977617.5*chr22:033977588-033977647	22	33977588	33977647
22*34006558*HMG2L1	22	34006532	34006584
22*34031220.5*TOM1	22	34031191	34031250
22*34067735.5*TOM1	22	34067711	34067760
22*34102024*HMOX1	22	34101995	34102053
22*34121835*MCM5	22	34121809	34121861
22*34130490.5*MCM5	22	34130461	34130520
22*34137722.5*MCM5	22	34137693	34137752
22*34226408.5*chr22:034226379-034226438	22	34226379	34226438
22*34262251.5*RASD2	22	34262222	34262281
22*34335716.5*MB	22	34335687	34335746
22*34361193.5*chr22:034361164-034361223	22	34361164	34361223
22*34379872.5*APOL6	22	34379850	34379895
22*34443535*APOL5	22	34443506	34443564
22*34476996.5*RBM9	22	34476967	34477026
22*34498596.5*RBM9	22	34498567	34498626
22*34522494.5*RBM9	22	34522465	34522524
22*34540103.5*RBM9	22	34540074	34540133
22*34560754.5*RBM9	22	34560725	34560784
22*34596643.5*RBM9	22	34596614	34596673
22*34707283.5*RBM9	22	34707254	34707313
22*34754481.5*chr22:034754452-034754511	22	34754452	34754511
22*34814945.5*chr22:034814916-034814975	22	34814916	34814975
22*34869965.5*APOL3	22	34869936	34869995
22*34919071*APOL4	22	34919048	34919094
22*34955128*APOL2	22	34955099	34955157
22*34986555*APOL1	22	34986526	34986584
22*35007775.5*MYH9	22	35007746	35007805
22*35028055.5*MYH9	22	35028026	35028085
22*35048023*MYH9	22	35047994	35048052
22*35062086*MYH9	22	35062060	35062112
22*35106927.5*MYH9	22	35106898	35106957
22*35192664.5*TXN2	22	35192642	35192687
22*35209461.5*FLJ23322	22	35209432	35209491
22*35246664.5*EIF3S7	22	35246636	35246693
22*35306393.5*CACNG2	22	35306364	35306423
22*35348367.5*CACNG2	22	35348338	35348397
22*35363089.5*CACNG2	22	35363060	35363119
22*35404848.5*CACNG2	22	35404819	35404878
22*35489597.5*RABL4	22	35489568	35489627
22*35526922.5*PVALB	22	35526893	35526952
22*35597088.5*NCF4	22	35597059	35597118
22*35653385*CSF2RB	22	35653360	35653410
22*35659293.5*CSF2RB	22	35659264	35659323
22*35715846.5*MGC35206	22	35715824	35715869
22*35737561*TST	22	35737533	35737589
22*35747821.5*MPST	22	35747794	35747849
22*35782331.5*FLJ12242	22	35782309	35782354
22*35804558.5*TMPRSS6	22	35804529	35804588
22*35852104*IL2RB	22	35852075	35852133
22*35907857.5*C1QTNF6	22	35907828	35907887
22*35930487.5*SSTR3	22	35930458	35930517
22*35953764*RAC2	22	35953737	35953791
22*35958181.5*RAC2	22	35958152	35958211
22*35960460*RAC2	22	35960435	35960485
22*35976015.5*chr22:035975986-035976045	22	35975986	35976045
22*36017546*PSCD4	22	36017518	36017574
22*36024996*PSCD4	22	36024970	36025022
22*36098026.5*chr22:036097997-036098056	22	36097997	36098056
22*36192549.5*MFNG	22	36192520	36192579
22*36225802.5*CARD10	22	36225773	36225832
22*36233366.5*CARD10	22	36233337	36233396
22*36284178*CDC42EP1	22	36284150	36284206
22*36292820*LGALS2	22	36292792	36292848
22*36328652.5*chr22:036328624-036328681	22	36328624	36328681
22*36334374.5*GGA1	22	36334346	36334403
22*36371343.5*SH3BP1	22	36371314	36371373
22*36381911.5*PDXP	22	36381882	36381941
22*36397252*LGALS1	22	36397224	36397280
22*36407843.5*MGC3731	22	36407815	36407872
22*36436580.5*AK096634	22	36436551	36436610
22*36475460.5*HRIHFB2122	22	36475433	36475488
22*36527466.5*H1F0	22	36527440	36527493
22*36533392.5*GCAT	22	36533364	36533421
22*36540408.5*chr22:036540379-036540438	22	36540379	36540438
22*36554159.5*LOC129138	22	36554131	36554188
22*36571682.5*EIF3S6IP	22	36571653	36571712
22*36608992.5*EIF3S6IP	22	36608963	36609022
22*36635813.5*MICAL-L1	22	36635784	36635843
22*36658255.5*MICAL-L1	22	36658231	36658280
22*36664715.5*C22orf23	22	36664693	36664738
22*36671889.5*C22orf23	22	36671860	36671919
22*36680183.5*POLR2F	22	36680154	36680213
22*36696414*SOX10	22	36696385	36696443
22*36735731.5*THC2215043	22	36735702	36735761
22*36782721.5*PRKCABP	22	36782692	36782751
22*36791520.5*PRKCABP	22	36791491	36791550
22*36794570*PRKCABP	22	36794542	36794598
22*36799739.5*SLC16A8	22	36799710	36799769
22*36807894.5*FLJ22582	22	36807865	36807924
22*36812711.5*FLJ22582	22	36812682	36812741
22*36852156.5*PLA2G6	22	36852127	36852186
22*36890136.5*PLA2G6	22	36890110	36890163
22*36927188.5*MAFF	22	36927159	36927218
22*36939811.5*chr22:036939782-036939841	22	36939782	36939841
22*36956295.5*C22orf5	22	36956266	36956325
22*36985581.5*C22orf5	22	36985552	36985611
22*37034023.5*CSNK1E	22	37033994	37034053
22*37126274.5*LOC400927	22	37126245	37126304
22*37153553.5*KCNJ4	22	37153524	37153583
22*37170585.5*KCNJ4	22	37170556	37170615
22*37203854.5*KDELR3	22	37203825	37203884
22*37208309.5*DDX17	22	37208280	37208339
22*37251767.5*DMC1	22	37251738	37251797
22*37266375.5*DMC1	22	37266346	37266405
22*37282842.5*DMC1	22	37282813	37282872
22*37312092.5*ENST00000355830	22	37312063	37312122
22*37360078.5*ENST00000355830	22	37360049	37360108
22*37382167.5*PGEA1	22	37382138	37382197
22*37403281.5*TOMM22	22	37403252	37403311
22*37420650.5*KIAA0063	22	37420621	37420680
22*37437404.5*GTPBP1	22	37437380	37437429
22*37461592*UNC84B	22	37461563	37461621
22*37475411*UNC84B	22	37475384	37475438
22*37499100.5*DNAL4	22	37499071	37499130
22*37548644.5*NPTXR	22	37548615	37548674
22*37584823.5*CBX6	22	37584794	37584853
22*37653564.5*AF086099	22	37653535	37653594
22*37683641.5*APOBEC3A	22	37683612	37683671
22*37705337*APOBEC3B	22	37705310	37705364
22*37709962*APOBEC3B	22	37709939	37709985
22*37737410.5*APOBEC3C	22	37737381	37737440
22*37743562*APOBEC3D	22	37743537	37743587
22*37774169.5*APOBEC3F	22	37774140	37774199
22*37803692.5*APOBEC3G	22	37803663	37803722
22*37808169.5*APOBEC3G	22	37808140	37808199
22*37819799.5*ARP10	22	37819770	37819829
22*37851353.5*CBX7	22	37851324	37851383
22*37867896.5*CBX7	22	37867867	37867926
22*37895037*FLJ23865	22	37895011	37895063
22*37944296*PDGFB	22	37944269	37944323
22*37948745.5*PDGFB	22	37948717	37948774
22*37965358.5*PDGFB	22	37965332	37965385
22*38035446*RPL3	22	38035420	38035472
22*38085448*SYNGR1	22	38085419	38085477
22*38095771.5*SYNGR1	22	38095742	38095801
22*38125892.5*MAP3K7IP1	22	38125863	38125922
22*38152256*MAP3K7IP1	22	38152230	38152282
22*38197963.5*MGAT3	22	38197935	38197992
22*38207365.5*MGAT3	22	38207336	38207395
22*38220669.5*FLJ20232	22	38220646	38220693
22*38232031.5*FLJ20232	22	38232002	38232061
22*38237772.5*FLJ20232	22	38237743	38237802
22*38242259*ATF4	22	38242235	38242283
22*38250375*MGC52010	22	38250353	38250397
22*38310398.5*CACNA1I	22	38310369	38310428
22*38336395.5*CACNA1I	22	38336366	38336425
22*38353522.5*CACNA1I	22	38353493	38353552
22*38376321*CACNA1I	22	38376294	38376348
22*38408340.5*CACNA1I	22	38408311	38408370
22*38440697.5*chr22:038440668-038440727	22	38440668	38440727
22*38464289.5*FLJ25421	22	38464260	38464319
22*38486102.5*FLJ25421	22	38486073	38486132
