"#name"	arr1	arr2	arr3	arr4
"22*24216777.5*BzU004918"	-0.0035	0.117393	0.012229115	0.008359
"22*24297633.5*nñDRBK2"	0.03729	0.078993	0.086360509	-0.02067
"22*24354804.5*nñDRBK2"	-0.002	0.071093	-0.016000949	0.02683
"22*24399423.5*nñDRBK2"	-0.12351	-0.033807	-0.073521591	-0.20497
"22*24423886.5*nñDRBK2"	-0.03811	0.029293	-0.397449317	-0.45197
"22*24424036.5*nñDRBK2"	-0.07001	-0.031207	-0.088365291	-0.14597
"22*24466188.5*MYO18B"	-0.02121	0.065893	-0.09948745	-0.16497
"22*24530009.5*MYO18B"	-0.11251	-0.068607	-0.058372528	-0.12297
"22*24611854.5*MYO18B"	-0.00751	0.145393	-0.042688213	0.05713
"22*24670887.5*MYO18B"	-0.02711	0.014593	0.00154427	0.01398
"22*24784450.5*chr22:024784421-024784480"	-0.10051	-0.015507	0.028977509	-0.10397
"22*24901176.5*SEZ6L"	-0.01541	0.107393	0.129627433	0.21303
"22*24930592.5*SEZ6L"	-0.00941	0.221393	0.249126921	0.39103
"22*24977864.5*SEZ6L"	0.04859	0.115393	0.188826479	0.18703
"22*25007030.5*SEZ6L"	-0.04831	0.095393	-0.015602431	-0.04597
"22*25066470.5*SEZ6L"	-0.03731	0.036393	0.066429687	-0.00847
"22*25103367.5*SEZ6L"	-0.00861	0.081893	-0.010599415	0.79403
"22*25140738.5*chr22:025140709-025140768"	0.007133	0.131393	-0.016042772	-0.01397
"22*25163904.5*LOzU57168"	-0.03531	-0.066407	0.070072858	-0.01617
"22*25164718.5*LOzU57168"	-0.06361	0.081593	-0.031367647	-0.14197
"22*25172623.5*H23S4"	-0.11151	-0.062607	-0.365226346	-0.50697
"22*25211947.5*$zFI2311"	-0.03061	0.046093	-0.00684318	-0.06747
"22*25231216.5*$zFI2311"	-0.02281	-0.042807	-0.00968398	-0.13897
"22*25246292.5*$zHzU2094881"	0.05399	0.181393	-0.138170337	-0.17497
"22*25256408.5*$z23S$z2"	-0.09161	0.055093	-0.157371774	-0.10397
"22*25282245.5*$z23S$z2"	-0.03411	0.055093	-0.040147122	-0.07757
"22*25302258.5*$z23S$z2"	0.02159	0.128393	0.067029501	0.04793
"22*25327114.5*zURYBB1"	0.04089	0.247393	0.191610959	0.05493
"22*25346525*zURYBnñ4"	-0.04261	0.057793	-0.086822728	-0.02107
"22*25394076.5*nñK026502"	-0.10051	0.011993	-0.25159351	-0.18497
"22*25530252.5*chr22:025530223-025530282"	-0.03841	0.141393	0.04007772	0.09383
"22*25616988.5*chr22:025616959-025617018"	-0.10451	0.075893	0.019979989	-0.12997
"22*25749785.5*chr22:025749756-025749815"	-0.02891	0.128393	0.093978979	0.19803
"22*25918609.5*chr22:025918580-025918639"	-0.10351	-0.011507	-0.081800458	-0.16997
"22*26016548.5*chr22:026016519-026016578"	-0.13851	0.012393	-0.078819382	-0.19497
"22*26162727.5*chr22:026162698-026162757"	-0.03611	0.115393	-0.091885965	-0.08577
"22*26244694.5*chr22:026244665-026244724"	-0.02191	0.024293	0.039284524	-0.08407
"22*26312901.5*chr22:026312872-026312931"	-0.01561	0.121393	-0.034097701	0.09663
"22*26416880.5*chr22:026416851-026416910"	-0.00891	0.079793	0.000303968000000001	-0.10897
"22*26468822.5*chr22:026468793-026468852"	0.005714	-0.030307	-0.045096226	0.02333
"22*26496911.5*MN1"	0.03359	0.137393	-0.092460187	0.03193
"22*26572356*23I$z23NB"	-0.01641	0.000983	-0.188738171	-0.03987
"22*26602586.5*23I$z23NB"	-0.09551	0.055593	-0.119431506	-0.16997
"22*26631532.5*23I$z23NB"	-0.04581	0.029793	-0.008799691	-0.07757
"22*26669503.5*KInñnñ1648"	0.02609	-0.001657	-0.054864148	-0.04717
"22*26702475.5*KInñnñ1043"	-0.02821	0.041293	0.001841608	0.04063
"22*26725359.5*KInñnñ1043"	-0.04321	0.117393	0.058585297	0.24603
"22*26754618.5*KInñnñ1043"	-0.09451	0.024593	-0.119759114	-0.13897
"22*26790595.5*KInñnñ1043"	-0.02321	0.057193	-0.091274539	-0.09697
"22*26823442.5*KInñnñ1043"	-0.15751	-0.003497	-0.213321018	-0.24997
"22*26867634.5*chr22:026867605-026867664"	-0.04141	0.054793	-0.099782244	-0.08597
"22*26956945.5*chr22:026956916-026956975"	-0.13951	-0.019307	-0.209556719	-0.15697
"22*27047235.5*chr22:027047206-027047265"	-0.08221	0.068193	-0.035278713	-0.05817
"22*27142698.5*chr22:027142669-027142728"	-0.01091	0.142393	0.135791363	-0.06507
"22*27211719.5*chr22:027211690-027211749"	-0.10651	0.003003	-0.118992418	-0.05387
"22*27309664.5*chr22:027309635-027309694"	0.17249	0.166393	0.142739356	0.24303
"22*27371016.5*BU585023"	-0.04531	-0.208607	-0.096206798	-0.16097
"22*27432504.5*zUHEK2"	-0.07241	-0.001602	-0.066189448	0.02543
"22*27454942.5*zUHEK2"	0.02479	0.098393	-0.046169451	-0.08527
"22*27465161*HSzU20"	0.03239	0.013793	0.12493859	0.25303
"22*27489281.5*chr22:027489252-027489311"	-0.00561	-0.032507	-0.066639419	-0.02157
"22*27506163.5*qJ33814"	0.07739	0.165393	0.160709185	0.22303
"22*27515597.5*XB231"	-0.10051	0.035293	-0.292714457	-0.20697
"22*27517946.5*XB231"	0.03349	0.078793	0.024351321	0.03823
"22*27519552.5*XB231"	0.02249	0.079293	-0.033523281	-0.02027
"22*27594934.5*chr22:027594905-027594964"	0.01939	-0.046207	0.115240159	0.12303
"22*27701626.5*ZNRF3"	-0.02711	0.029093	-0.122119214	-0.21897
"22*27779244.5*HS747E2nñ"	0.04699	0.157393	0.046496476	0.01903
"22*27800947.5*KREMEN1"	0.05749	0.168393	-0.069711369	0.16503
"22*27841996.5*KREMEN1"	-0.02431	0.054493	-0.148910889	-0.12297
"22*27884895.5*KREMEN1"	-0.04161	-0.020207	-0.098901855	-0.10397
"22*27905328.5*$zHzU2156126"	0.02349	-0.011907	-0.033465419	0.00264
"22*27942366.5*EMID1"	-0.01751	0.046193	0.037378863	-0.13097
"22*27953913*EMID1"	-0.01381	-0.026207	-0.060609693	-0.02997
"22*27987622.5*zU22orf3"	-0.04331	-0.178607	-0.15048386	-0.07917
"22*27998192.5*EWSR1"	-0.01401	0.053793	0.0547384	-0.00807
"22*28007376.5*EWSR1"	-0.05401	0.019393	0.040862546	-0.08447
"22*28007693*EWSR1"	0.03149	0.047693	0.040711513	0.05663
"22*28016792*EWSR1"	-0.00571	0.094093	0.051233414	0.00433
"22*28028130*GnñS2L1"	0.03659	0.116393	-0.021240216	-0.04187
"22*28033497*chr22:028033470-028033524"	0.03189	-0.006407	-0.112972261	-0.06237
"22*28035136*RR2322"	0.02649	0.089193	-0.039427464	-0.05497
"22*28056632.5*nñ231B1"	-0.00049	0.090593	-0.130709868	-0.05447
"22*28106222.5*nñ231B1"	-0.01031	0.069893	-0.018160454	-0.14997
"22*28159222.5*RF23L1"	0.0086	0.091593	-0.153867313	0.01483
"22*28191569*NEFH"	-0.02431	0.031093	-0.028425527	-0.11297
"22*28209348.5*NEFH"	-0.00209	0.110393	-0.10262567	-0.08017
"22*28211822.5*NEFH"	-0.01121	-0.062707	0.049710537	-0.09897
"22*28211847*NEFH"	-0.01731	0.035693	-0.005905636	-0.09007
"22*28226790.5*zU22orf19"	0.06659	0.128393	0.219515443	0.12003
"22*28251600.5*zU22orf19"	-0.05881	-0.105607	-0.100867194	-0.07017
"22*28275737.5*NI23SNnñ231"	0.01819	0.077293	-0.003879153	-0.12797
"22*28338755.5*NF2"	0.10089	0.050093	-0.025186321	-0.02857
"22*28359666.5*NF2"	0.05029	0.076793	-0.07017101	0.12703
"22*28398843*NF2"	0.06799	0.093493	0.020816695	0.16103
"22*28416971.5*NF2"	0.04229	0.080193	-0.14852599	-0.05817
"22*28444934.5*zUnñB237"	0.0064161	-0.118607	0.161084626	0.00321
"22*28459852.5*LOzU55954"	0.04589	0.061393	0.021483892	0.08053
"22*28488957.5*HS23zU051"	-0.01391	0.031493	-0.017723624	-0.07487
"22*28528671*nñSzUzU2"	-0.02541	-0.043307	-0.33676603	-0.16397
"22*28550395.5*nñSzUzU2"	-0.00351	0.072593	0.160535979	0.38703
"22*28605844.5*M$zMR3"	0.07329	0.179393	-0.147786624	-0.02397
"22*28677608*M$zMR3"	-0.06731	0.043293	0.000922161	-0.11497
"22*28752381.5*$zHzU2178782"	-0.01071	0.140393	0.00174518	0.07583
"22*28803845.5*HORMnñD2"	0.06959	0.187393	0.107737718	-0.00487
"22*28823990.5*HORMnñD2"	0.03809	0.130393	0.031541425	0.03243
"22*28878237.5*HORMnñD2"	-0.02311	0.062993	-0.078701959	-0.00467
"22*28922597.5*BU584355"	0.03999	-0.007607	-0.000461072999999999	0.01873
"22*28961007.5*chr22:028960978-028961037"	-0.04401	0.105393	-0.184905865	-0.03617
"22*28963093.5*LIF"	0.00215	0.052693	-0.204265945	-0.09797
"22*28964772.5*LIF"	0.03599	0.128393	0.0425337	0.09423
"22*28967398.5*MGzU20647"	0.05669	0.086393	0.067198866	0.03323
"22*28983722.5*OSM"	-0.02411	0.072593	0.014385539	0.16103
"22*29038117.5*$zBzU1D10"	0.000310000000000000	0.082193	-0.025110969	-0.03987
"22*29071892.5*SF3nñ1"	0.01849	0.176393	-0.035377044	-0.08137
"22*29076204.5*SF3nñ1"	0.00074	0.066293	-0.056068674	-0.13897
"22*29130025.5*SEzU14L2"	0.01769	0.070393	0.024952231	-0.09497
"22*29135643.5*SEzU14L2"	0.07399	0.145393	-0.064908941	0.21403
"22*29139592.5*SEzU14L2"	0.0484566666666667	0.150726333333333	0.0140625013333333	0.103596666666667
"22*29148202.5*M$z2318"	0.14349	-0.015307	-0.125452465	-0.13497
"22*29183605.5*SEzU14L3"	-0.03751	-0.010147	-0.336702374	-0.19697
"22*29216994.5*SEzU14L4"	0.05969	0.164393	-0.054621572	-0.02567
"22*29251270.5*LOzU440825"	-0.00285	-0.032207	0.006035822	-0.03267
"22*29278442.5*GnñL3S$z1"	0.00159	0.039293	-0.055530396	-0.13997
"22*29301445.5*23ES1"	0.02899	0.069893	-0.026327493	0.09033
"22*29344944.5*$zzUN2"	0.03959	0.077493	-0.147690286	-0.27997
"22*29382317*DUS2318"	-0.00761	0.073993	-0.171117858	-0.05277
"22*29385692.5*DUS2318"	-0.00302	0.111393	-0.066419235	0.19103
"22*29442554.5*OSB232"	0.16049	0.300393	0.483074126	0.53403
"22*29484925*OSB232"	-0.06241	-0.015207	-0.047360436	-0.13797
"22*29520654.5*OSB232"	-0.04841	-0.021607	-0.112764128	-0.17897
"22*29548105.5*OSB232"	0.02999	0.226393	0.039357149	0.13303
"22*29599919.5*OSB232"	-0.05241	-0.062507	-0.078851444	-0.02917
"22*29623907.5*OSB232"	-0.00192	0.064193	-0.083797754	-0.02727
"22*29643953.5*qJ35801"	-0.04691	0.042793	-0.2803884	-0.13897
"22*29647207.5*ZzUWzUzU1"	-0.03971	0.030993	0.041288794	-0.15997
"22*29693759.5*qJ20618"	0.01147	0.087293	-0.017434184	-0.01177
"22*29759881.5*chr22:029759852-029759911"	-0.01011	0.163393	0.019608472	-0.09497
"22*29815982.5*SM$zN"	0.07369	0.041293	0.065863529	0.27403
"22*29826212.5*SELM"	0.03839	0.069893	-0.058155645	0.01059
"22*29844613*23IB523nñ"	-0.00511	0.090493	-0.083083112	-0.12197
"22*29855203.5*23IB523nñ"	0.07469	0.023093	0.087556758	0.12103
"22*29858115.5*23Lnñ2G3"	0.03649	0.056093	-0.028991254	0.02493
"22*29899021.5*qJ38628"	0.03959	0.068093	-0.020385016	-0.09297
"22*29927656.5*chr22:029927633-029927680"	-0.04441	-0.042807	-0.123419849	-0.06157
"22*29960412.5*LIMK2"	-0.19351	0.088793	0.044823932	-0.06447
"22*30002261.5*MGzU17330"	-0.17151	0.074193	-8.99399999999915e-06	-0.03427
"22*30009715.5*MGzU17330"	-0.13351	0.023993	-0.032951284	0.05783
"22*30028736.5*BF439736"	-0.31651	0.017093	-0.008996337	-0.15197
"22*30046384.5*ZNF278"	-0.14051	0.157393	0.189063634	0.47003
"22*30050388*ZNF278"	-0.28751	0.086393	-0.07348485	-0.03307
"22*30061425.5*ZNF278"	-0.28151	0.108393	-0.107811521	-0.05587
"22*30068099*qJ20464"	-0.24251	0.076093	-0.071555011	0.02133
"22*30122704.5*DRG1"	-0.27851	0.020593	-0.040531612	-0.10597
"22*30154886.5*DRG1"	-0.29551	0.089893	-0.058235822	-0.06827
"22*30154945.5*DRG1"	-0.29351	-0.005257	-0.117719042	-0.06437
"22*30175767.5*EIF4ENIF1"	-0.20551	0.253393	0.107846777	0.13803
"22*30207684.5*EIF4ENIF1"	-0.28851	0.066993	0.037442625	0.05203
"22*30224877.5*SFI1"	-0.40551	0.013993	-0.097864086	-0.11997
"22*30342653.5*23ISD"	-0.31751	0.012193	-0.068462114	-0.12597
"22*30417142.5*MGzU50372"	-0.20651	0.247393	0.310252838	0.25703
"22*30435901.5*nñK026712"	-0.14951	0.014693	0.138079517	0.17403
"22*30487126.5*huzx23DzU5"	0.03949	0.135393	-0.040594695	-0.01267
"22*30513284.5*huzx23DzU5"	0.01601	0.087793	0.101692853	-0.02347
"22*30554464.5*huzx23DzU5"	0.03969	0.056293	-0.043435598	0.17203
"22*30577753.5*huzx23DzU5"	0.06839	0.099393	-0.035804676	0.01414
"22*30633248.5*chr22:030633219-030633278"	-0.00951	0.010293	-0.0160478	-0.13697
"22*30665853*YWHnñH"	-0.04721	0.127393	0.002466691	-0.01677
"22*30670835.5*YWHnñH"	-0.02261	0.058493	-0.036678903	-0.01347
"22*30678131.5*chr22:030678102-030678161"	-0.05691	0.014793	-0.104060402	-0.10097
"22*30698572.5*chr22:030698543-030698602"	-0.12451	-0.180607	-0.020024492	-0.03577
"22*30766195.5*SLzU5nñ1"	-0.08581	-0.021207	-0.032112598	-0.19197
"22*30787034.5*SLzU5nñ1"	0.02039	0.163393	0.046774267	0.02903
"22*30822600*SLzU5nñ1"	-0.02181	-0.035207	-0.03602747	0.02453
"22*30887339.5*chr22:030887310-030887369"	-0.06261	-0.025507	0.01477649	0.11603
"22*30918860*RF23L2"	-0.05661	0.021193	-0.069501818	0.01803
"22*30941464.5*SLzU5nñ4"	0.02129	0.074293	0.005739302	0.00108000000000000
"22*30969336*SLzU5nñ4"	-0.06111	0.073093	-0.157039123	-0.08877
"22*30987759.5*chr22:030987730-030987789"	-0.06841	0.037793	-0.102293791	-0.13697
"22*31081475.5*RF23L3"	-0.03941	0.066393	-0.021180314	-0.14797
"22*31118572.5*HS23zU117"	-0.10451	-0.040007	-0.100582508	-0.13397
"22*31136479.5*B23IL2"	-0.11851	-0.028007	-0.062687429	-0.22797
"22*31167875.5*B23IL2"	-0.08181	0.048193	-0.041036927	-0.22597
"22*31205760.5*FBXO7"	-0.04881	0.039993	-0.057597373	-0.04947
"22*31233287*SYN3"	-0.05121	-0.002887	-0.11053643	0.00399
"22*31293947.5*SYN3"	0.01247	0.119393	-0.017800324	0.03483
"22*31409101.5*SYN3"	-0.14351	-0.061207	-0.190593434	-0.08097
"22*31503446.5*SYN3"	-0.21451	-0.033907	-0.371375661	-0.24197
"22*31521630.5*SYN3"	-0.05531	-0.065307	-0.198053818	-0.19797
"22*31560195.5*SYN3"	-0.00981	0.013793	-0.060243553	0.02623
"22*31578008.5*SYN3"	-0.03561	0.115393	-0.054178572	0.02693
"22*31661451.5*SYN3"	-0.08441	0.087193	0.007797545	-0.10497
"22*31690554.5*SYN3"	-0.17351	-0.039807	0.100480198	0.00963
"22*31721860.5*SYN3"	-0.11351	-0.047407	0.04304972	0.02683
"22*31804796.5*chr22:031804767-031804826"	-0.09181	0.030593	-0.055672566	0.04983
"22*31937227.5*chr22:031937198-031937257"	-0.01521	0.028593	-0.086757884	-0.05837
"22*31993775.5*LnñRGE"	0.01154	0.116393	0.055354667	0.03503
"22*32211480.5*LnñRGE"	-0.10651	-0.051807	-0.128955865	-0.16097
"22*32415354.5*LnñRGE"	-0.16951	-0.038107	-0.195441173	-0.17497
"22*32506125.5*LnñRGE"	-0.29851	-0.140607	-0.154391173	-0.34197
"22*32577340.5*LnñRGE"	-0.14051	0.053293	-0.097932286	-0.08987
"22*32642173*nñW449933"	-0.03761	0.062393	-0.101720558	-0.10297
"22*32740624.5*chr22:032740595-032740654"	-0.01701	0.033393	-0.121384933	0.02733
"22*32804026.5*chr22:032803997-032804056"	-0.14551	0.041593	-0.086715983	-0.09797
"22*32883905.5*BQ429473"	-0.04461	-0.047807	0.020709202	-0.02247
"22*32950503.5*$zHzU2232961"	0.09769	0.265393	0.089727669	0.21103
"22*32998375.5*$zHzU2232961"	-0.14651	0.033293	-0.195414572	-0.22097
"22*33080708.5*chr22:033080679-033080738"	0.00299	0.070793	0.052607676	0.08713
"22*33152004.5*chr22:033151975-033152034"	-0.12751	0.010893	-0.079904621	-0.15097
"22*33237529.5*chr22:033237500-033237559"	-0.03781	0.069193	-0.021588619	-0.06657
"22*33313455.5*chr22:033313426-033313485"	-0.12851	0.026793	-0.012441907	-0.11797
"22*33386968.5*LOzU402059"	-0.01831	0.101393	-0.015568145	0.00189
"22*33436794.5*LOzU402059"	-0.01541	0.134393	0.074553047	-0.00108
"22*33488811.5*LOzU402059"	-0.08321	0.086793	0.036220421	0.0155
"22*33547321.5*LOzU402059"	-0.11351	-0.084407	-0.055572664	-0.08557
"22*33628930.5*LOzU402059"	-0.01531	0.047593	0.193580767	0.06353
"22*33724188.5*BX537993"	0.11049	0.212393	0.202606439	0.21303
"22*33786102.5*BX537993"	0.09479	-0.096307	0.003548259	0.05403
"22*33902277.5*zUB111670"	0.006629	0.045693	-0.014598591	-0.16097
"22*33977617.5*chr22:033977588-033977647"	-0.04211	0.072593	-0.148437149	-0.08517
"22*34006558*HMG2L1"	0.12349	0.026693	0.137091099	0.10563
"22*34031220.5*$zOM1"	0.01591	0.045193	0.00217725	0.13003
"22*34067735.5*$zOM1"	0.05389	0.060993	-0.052969007	0.14503
"22*34102024*HMOX1"	0.00125	-0.044207	-0.103185177	-0.11397
"22*34121835*MzUM5"	-0.01981	0.118393	0.059866003	-0.03877
"22*34130490.5*MzUM5"	0.08689	0.165393	0.038161426	-0.00907
"22*34137722.5*MzUM5"	0.0109733333333333	0.0923596666666667	-0.029516753	-0.00547
"22*34226408.5*chr22:034226379-034226438"	-0.01111	0.082493	-0.065643236	-0.05127
"22*34262251.5*RnñSD2"	-0.03891	-0.020707	-0.112791584	-0.03937
"22*34335716.5*MB"	0.05629	0.147393	0.071001228	0.02493
"22*34361193.5*chr22:034361164-034361223"	0.06289	0.074593	0.010222	-0.01307
"22*34379872.5*nñ23OL6"	-0.04281	0.098393	-0.130884908	-0.06067
"22*34443535*nñ23OL5"	-0.01361	0.137393	0.09299054	0.02163
"22*34476996.5*RBM9"	-0.07241	0.025193	-0.148528249	-0.03837
"22*34498596.5*RBM9"	0.0047	0.046793	-0.011848174	0.08133
"22*34522494.5*RBM9"	-0.05431	-0.026607	-0.040863145	-0.02987
"22*34540103.5*RBM9"	-0.11951	0.045293	-0.12903199	-0.14397
"22*34560754.5*RBM9"	-0.03491	0.112393	-0.010045628	-0.05037
"22*34596643.5*RBM9"	-0.09341	0.054793	-0.166842587	-0.15197
"22*34707283.5*RBM9"	0.18249	0.113393	0.235936005	0.28603
"22*34754481.5*chr22:034754452-034754511"	0.05619	0.126393	0.222432201	0.18503
"22*34814945.5*chr22:034814916-034814975"	0.09699	0.121393	-0.03770867	-0.02577
"22*34869965.5*nñ23OL3"	0.08469	0.173393	0.024079826	0.03013
"22*34919071*nñ23OL4"	0.12949	0.183393	0.033758011	0.28403
"22*34955128*nñ23OL2"	0.05049	-0.118607	-0.097673702	-0.02167
"22*34986555*nñ23OL1"	-0.03301	0.026393	-0.206821197	-0.09297
"22*35007775.5*MYH9"	-0.07251	0.034393	-0.166086493	-0.19597
"22*35028055.5*MYH9"	0.00301	0.097693	-0.019310487	-0.06827
"22*35048023*MYH9"	-0.04991	0.016293	-0.241311556	-0.21697
"22*35062086*MYH9"	0.06049	0.096393	-0.318264731	-0.04327
"22*35106927.5*MYH9"	0.02709	0.117393	-0.126959442	-0.02167
"22*35192664.5*$zXN2"	0.00495	0.009593	-0.087438894	-0.11097
"22*35209461.5*qJ23322"	0.0124	0.160393	0.004844599	-0.08057
"22*35246664.5*EIF3S7"	-0.04891	-0.038107	-0.189483507	-0.12497
"22*35306393.5*zUnñzUNG2"	-0.08401	0.061493	-0.194888886	-0.15097
"22*35348367.5*zUnñzUNG2"	0.005801	0.071993	-0.045301386	0.10053
"22*35363089.5*zUnñzUNG2"	0.09079	0.125393	0.003347001	0.06783
"22*35404848.5*zUnñzUNG2"	0.01899	0.116393	0.176078643	0.18303
"22*35489597.5*RnñBL4"	-0.06281	0.015793	-0.03497983	-0.12497
"22*35526922.5*23VnñLB"	-0.07101	-0.011707	-0.176535223	-0.12397
"22*35597088.5*NzUF4"	0.03819	0.117393	0.023465757	0.09503
"22*35653385*zUSF2RB"	0.00442	0.070393	0.014856297	0.27703
"22*35659293.5*zUSF2RB"	-0.05641	-0.045607	-0.009038553	-0.02117
"22*35715846.5*MGzU35206"	-0.02281	-0.044807	-0.100874681	-0.15297
"22*35737561*$zS$z"	0.05059	0.033593	-0.266331479	0.06223
"22*35747821.5*M23S$z"	0.09549	0.143393	0.051157336	-0.01807
"22*35782331.5*qJ12242"	-0.00621	0.148393	-0.146494701	0.02913
"22*35804558.5*$zM23RSS6"	-0.00931	0.116393	-0.094854892	-0.08067
"22*35852104*IL2RB"	0.02199	0.111393	-0.061637697	-0.07067
"22*35907857.5*zU1Q$zNF6"	-0.04731	0.111393	0.014181315	-0.06747
"22*35930487.5*SS$zR3"	0.02369	0.149393	0.005535494	-0.04647
"22*35953764*RnñzU2"	0.15449	0.054593	0.074064137	0.09593
"22*35958181.5*RnñzU2"	0.07419	0.222393	0.078007846	0.03033
"22*35960460*RnñzU2"	0.03869	0.008153	-0.050134236	0.06003
"22*35976015.5*chr22:035975986-035976045"	0.01318	0.075293	-0.068230821	-0.08197
"22*36017546*23SzUD4"	0.03589	0.073493	-0.108418511	-0.03187
"22*36024996*23SzUD4"	-0.00076	0.131393	0.049775588	0.01634
"22*36098026.5*chr22:036097997-036098056"	0.02409	0.115393	-0.014266304	-0.08797
"22*36192549.5*MFNG"	0.00303	0.060593	-0.058176127	-0.06207
"22*36225802.5*zUnñRD10"	-0.05711	0.012593	-0.066197042	-0.15997
"22*36233366.5*zUnñRD10"	-0.23451	-0.219607	-0.146066013	-0.03667
"22*36284178*zUDzU42E231"	0.01554	0.045293	0.048509787	0.04203
"22*36292820*LGnñLS2"	-0.00351	0.098193	-0.09314427	-0.08507
"22*36328652.5*chr22:036328624-036328681"	-0.06051	-0.056807	-0.104300286	-0.02587
"22*36334374.5*GGnñ1"	0.05579	0.157393	0.007786599	0.06333
"22*36371343.5*SH3B231"	0.06579	0.119393	-0.045753152	0.17603
"22*36381911.5*23DX23"	0.09969	0.120393	0.129026126	0.08203
"22*36397252*LGnñLS1"	-0.02961	0.016193	-0.124987961	-0.12597
"22*36407843.5*MGzU3731"	0.02379	0.113393	-0.038806109	0.007811
"22*36436580.5*nñK096634"	-0.03721	0.020493	-0.058061123	-0.02977
"22*36475460.5*HRIHFB2122"	0.02379	0.099093	-0.013367461	0.07433
"22*36527466.5*H1F0"	0.05809	0.087493	-0.067619672	-0.03117
"22*36533392.5*GzUnñ$z"	0.04599	0.000266	-0.120934431	-0.08587
"22*36540408.5*chr22:036540379-036540438"	0.06519	0.113393	0.148557302	0.07893
"22*36554159.5*LOzU129138"	0.02259	0.091493	-0.153246405	-0.09497
"22*36571682.5*EIF3S6I23"	0.04039	-0.053007	-0.073058184	-0.09117
"22*36608992.5*EIF3S6I23"	0.03819	0.101393	0.152713958	0.19303
"22*36635813.5*MIzUnñL-L1"	0.07829	0.163393	0.127712947	0.05433
"22*36658255.5*MIzUnñL-L1"	-0.01471	-0.009227	0.089612804	-0.08587
"22*36664715.5*zU22orf23"	0.02679	0.041893	-0.126220456	-0.04837
"22*36671889.5*zU22orf23"	0.03459	0.071993	-0.009751107	-0.07777
"22*36680183.5*23OLR2F"	0.06719	0.109393	0.036834224	0.14503
"22*36696414*SOX10"	0.01799	-0.014907	-0.04475276	-0.08657
"22*36735731.5*$zHzU2215043"	0.06609	0.106393	-0.043196821	0.03403
"22*36782721.5*23RKzUnñB23"	-0.07451	-0.024307	0.013793871	-0.22897
"22*36791520.5*23RKzUnñB23"	0.07539	0.167393	-0.050341121	-0.04937
"22*36794570*23RKzUnñB23"	0.02209	0.093793	-0.123356939	-0.09147
"22*36799739.5*SLzU16nñ8"	-0.01251	0.119393	-0.149296156	-0.12397
"22*36807894.5*qJ22582"	-0.00361	0.050293	0.008697295	0.22703
"22*36812711.5*qJ22582"	0.02379	0.083393	0.100254566	0.11203
"22*36852156.5*23Lnñ2G6"	0.01128	0.007473	-0.132600192	-0.11197
"22*36890136.5*23Lnñ2G6"	0.06189	0.034693	-0.026864094	-0.06837
"22*36927188.5*MnñFF"	0.07629	0.175393	0.004120741	-0.01697
"22*36939811.5*chr22:036939782-036939841"	0.08459	-0.096607	-0.061714718	-0.05277
"22*36956295.5*zU22orf5"	0.08789	0.135393	-0.013508941	0.17903
"22*36985581.5*zU22orf5"	0.03059	0.165393	0.110635932	0.01843
"22*37034023.5*zUSNK1E"	0.01511	0.101393	-0.021200736	-0.10997
"22*37126274.5*LOzU400927"	-0.00651	0.100393	0.013634038	-0.04867
"22*37153553.5*KzUNJ4"	0.02939	0.080693	0.014595336	0.0031
"22*37170585.5*KzUNJ4"	0.02339	0.095593	0.066633603	0.10523
"22*37203854.5*KhuzxLR3"	0.03909	0.051193	-0.000109234000000000	-0.04777
"22*37208309.5*DDX17"	-0.04241	0.077093	-0.13496839	-0.01977
"22*37251767.5*DMzU1"	-0.14351	-0.059707	-0.101246647	-0.27597
"22*37266375.5*DMzU1"	-0.04141	0.081593	0.011645409	-0.15497
"22*37282842.5*DMzU1"	-0.04551	0.052193	-0.040783591	-0.09897
"22*37312092.5*ENS$z00000355830"	0.00119	0.032893	-0.000507392	-0.09397
"22*37360078.5*ENS$z00000355830"	0.08729	0.019693	0.002859858	0.07083
"22*37382167.5*23GEnñ1"	-0.00249	0.086893	0.041380314	0.01069
"22*37403281.5*$zOMM22"	0.06059	0.163393	0.10414387	0.07543
"22*37420650.5*KInñnñ0063"	-0.05421	0.026993	-0.122301985	-0.11897
"22*37437404.5*G$z23B231"	0.07619	0.110393	-0.176667184	0.10533
"22*37461592*UNzU84B"	-0.00791	0.162393	-0.077814146	-0.04257
"22*37475411*UNzU84B"	0.03909	0.079493	-0.183423463	-0.04237
"22*37499100.5*DNnñL4"	-0.02961	0.019793	-0.172326824	-0.12297
"22*37548644.5*N23$zXR"	0.09509	0.137393	0.097981326	0.14703
"22*37584823.5*zUBX6"	0.00486	0.012393	0.038641027	-0.07827
"22*37653564.5*nñF086099"	-0.07731	0.009693	-0.290541726	-0.24397
"22*37683641.5*nñ23OBEzU3nñ"	0.15149	-0.031107	0.045102279	0.06043
"22*37705337*nñ23OBEzU3B"	0.10849	0.048893	0.184185771	0.09123
"22*37709962*nñ23OBEzU3B"	0.06019	-0.152607	0.015184662	-0.08737
"22*37737410.5*nñ23OBEzU3zU"	0.05209	0.014393	-0.201960367	-0.12097
"22*37743562*nñ23OBEzU3D"	0.01889	-0.148607	-0.143325937	-0.07667
"22*37774169.5*nñ23OBEzU3F"	-0.00901	0.137393	-0.075063133	-0.10197
"22*37803692.5*nñ23OBEzU3G"	-0.01021	0.062693	-0.085079406	-0.14697
